epoch,trial,production,response_time,firing_time,rewarded_time,delivered_reward,passed_time,received_reward,u,utility,at,difficulty,payoff
6,3,P5,0.24,0.758,0.758,5.3788,0.136,5.2428,4.110355,4.413853,0.1359,5,20
7,1,P8,0.35,0.298,0.298,17.6159,0.248,17.3679,11.115457,10.588396,0.2477,5,20
7,2,P8,0.35,0.696,0.696,17.6159,0.248,17.3679,11.115457,10.588396,0.2477,5,20
8,1,P3,0.19,0.141,0.141,0.9485,0.091,0.8575,0.343,0.8121599,0.0911,5,20
8,2,P9,0.4,0.593,0.593,19.0515,0.302,18.7495,7.4998,7.73467,0.3025,5,20
9,1,P6,0.27,0.216,0.216,10.0,0.166,9.834,7.709856,8.152524,0.166,5,20
9,2,P6,0.27,0.532,0.532,10.0,0.166,9.834,7.709856,8.152524,0.166,5,20
9,3,P6,0.27,0.848,0.848,10.0,0.166,9.834,7.709856,8.152524,0.166,5,20
10,1,P3,0.19,0.141,0.141,0.9485,0.091,0.8575,0.343,0.6302601,0.0911,5,20
10,2,P8,0.35,0.539,0.539,17.6159,0.248,17.3679,11.115457,8.542608,0.2477,5,20
11,1,P9,0.4,0.352,0.352,19.0515,0.302,18.7495,11.9996805,13.87453,0.3025,5,20
11,2,P9,0.4,0.804,0.804,19.0515,0.302,18.7495,11.9996805,13.87453,0.3025,5,20
12,1,P8,0.35,0.298,0.298,17.6159,0.248,17.3679,11.115457,9.576654,0.2477,5,20
12,2,P8,0.35,0.696,0.696,17.6159,0.248,17.3679,11.115457,9.576654,0.2477,5,20
13,1,P6,0.27,0.216,0.216,10.0,0.166,9.834,7.709856,7.6429534,0.166,5,20
13,2,P6,0.27,0.532,0.532,10.0,0.166,9.834,7.709856,7.6429534,0.166,5,20
13,3,P6,0.27,0.848,0.848,10.0,0.166,9.834,7.709856,7.6429534,0.166,5,20
14,1,P7,0.3,0.253,0.253,14.6212,0.203,14.4182,11.303868,9.009059,0.2028,5,20
14,2,P7,0.3,0.606,0.606,14.6212,0.203,14.4182,11.303868,9.009059,0.2028,5,20
15,1,P8,0.35,0.298,0.298,17.6159,0.248,17.3679,11.115457,9.758259,0.2477,5,20
15,2,P8,0.35,0.696,0.696,17.6159,0.248,17.3679,11.115457,9.758259,0.2477,5,20
16,1,P1,0.16,0.111,0.111,0.1339,0.061,0.07289999999999999,0.029159999,-0.57970905,0.0611,5,20
16,2,P8,0.35,0.509,0.509,17.6159,0.248,17.3679,11.115457,7.486895,0.2477,5,20
17,1,P9,0.4,0.352,0.352,19.0515,0.302,18.7495,11.9996805,14.327199,0.3025,5,20
17,2,P9,0.4,0.804,0.804,19.0515,0.302,18.7495,11.9996805,14.327199,0.3025,5,20
18,1,P5,0.24,0.186,0.186,5.3788,0.136,5.2428,4.110355,4.0608206,0.1359,5,20
18,2,P5,0.24,0.472,0.472,5.3788,0.136,5.2428,4.110355,4.0608206,0.1359,5,20
18,3,P5,0.24,0.758,0.758,5.3788,0.136,5.2428,4.110355,4.0608206,0.1359,5,20
19,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,6.4750466,0.3695,5,20
20,1,P3,0.19,0.141,0.141,0.9485,0.091,0.8575,0.343,-0.6001431,0.0911,5,20
20,2,P6,0.27,0.457,0.457,10.0,0.166,9.834,6.29376,5.0403023,0.166,5,20
20,3,P6,0.27,0.773,0.773,10.0,0.166,9.834,6.29376,5.0403023,0.166,5,20
21,1,P2,0.18,0.125,0.125,0.3597,0.075,0.2847,0.18220799,1.2464118,0.0746,5,20
21,2,P2,0.18,0.35,0.35,0.3597,0.075,0.2847,0.18220799,1.2464118,0.0746,5,20
21,3,P8,0.35,0.748,0.748,17.6159,0.248,17.3679,6.9471602,7.9951596,0.2477,5,20
22,1,P5,0.24,0.186,0.186,5.3788,0.136,5.2428,4.110355,4.946684,0.1359,5,20
22,2,P5,0.24,0.472,0.472,5.3788,0.136,5.2428,4.110355,4.946684,0.1359,5,20
22,3,P5,0.24,0.758,0.758,5.3788,0.136,5.2428,4.110355,4.946684,0.1359,5,20
23,1,P3,0.19,0.141,0.141,0.9485,0.091,0.8575,0.343,0.2735477,0.0911,5,20
23,2,P6,0.27,0.457,0.457,10.0,0.166,9.834,6.29376,5.232993,0.166,5,20
23,3,P6,0.27,0.773,0.773,10.0,0.166,9.834,6.29376,5.232993,0.166,5,20
24,1,P8,0.35,0.298,0.298,17.6159,0.248,17.3679,11.115457,10.719677,0.2477,5,20
24,2,P8,0.35,0.696,0.696,17.6159,0.248,17.3679,11.115457,10.719677,0.2477,5,20
25,1,P7,0.3,0.253,0.253,14.6212,0.203,14.4182,11.303868,9.590303,0.2028,5,20
25,2,P7,0.3,0.606,0.606,14.6212,0.203,14.4182,11.303868,9.590303,0.2028,5,20
26,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,8.248629,0.3695,5,20
27,1,P1,0.16,0.111,0.111,0.1339,0.061,0.07289999999999999,0.046655998,1.5640004,0.0611,5,20
27,2,P1,0.16,0.322,0.322,0.1339,0.061,0.07289999999999999,0.046655998,1.5640004,0.0611,5,20
27,3,P3,0.19,0.563,0.563,0.9485,0.091,0.8575,0.5488,-1.1186357,0.0911,5,20
27,4,P3,0.19,0.804,0.804,0.9485,0.091,0.8575,0.5488,-1.1186357,0.0911,5,20
28,1,P4,0.21,0.161,0.161,2.3841,0.111,2.2731,1.9785062,2.0296004,0.1113,5,20
28,2,P4,0.21,0.422,0.422,2.3841,0.111,2.2731,1.9785062,2.0296004,0.1113,5,20
28,3,P4,0.21,0.683,0.683,2.3841,0.111,2.2731,1.9785062,2.0296004,0.1113,5,20
29,1,P6,0.27,0.216,0.216,10.0,0.166,9.834,7.709856,7.7347608,0.166,5,20
29,2,P6,0.27,0.532,0.532,10.0,0.166,9.834,7.709856,7.7347608,0.166,5,20
29,3,P6,0.27,0.848,0.848,10.0,0.166,9.834,7.709856,7.7347608,0.166,5,20
30,1,P5,0.24,0.186,0.186,5.3788,0.136,5.2428,4.110355,4.243481,0.1359,5,20
30,2,P5,0.24,0.472,0.472,5.3788,0.136,5.2428,4.110355,4.243481,0.1359,5,20
30,3,P5,0.24,0.758,0.758,5.3788,0.136,5.2428,4.110355,4.243481,0.1359,5,20
31,1,P4,0.21,0.161,0.161,2.3841,0.111,2.2731,0.90923995,-1.5136731,0.1113,5,20
31,2,P9,0.4,0.613,0.613,19.0515,0.302,18.7495,7.4998,7.13967,0.3025,5,20
32,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,9.548715,0.3695,5,20
33,1,P3,0.19,0.141,0.141,0.9485,0.091,0.8575,0.343,-0.3861063,0.0911,5,20
33,2,P9,0.4,0.593,0.593,19.0515,0.302,18.7495,7.4998,7.5088096,0.3025,5,20
34,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,7.1069283,0.3695,5,20
35,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,6.816907,0.3695,5,20
36,1,P3,0.19,0.141,0.141,0.9485,0.091,0.8575,0.343,1.0818739,0.0911,5,20
36,2,P8,0.35,0.539,0.539,17.6159,0.248,17.3679,11.115457,8.267602,0.2477,5,20
37,1,P7,0.3,0.253,0.253,14.6212,0.203,14.4182,11.303868,9.905699,0.2028,5,20
37,2,P7,0.3,0.606,0.606,14.6212,0.203,14.4182,11.303868,9.905699,0.2028,5,20
38,1,P2,0.18,0.125,0.125,0.3597,0.075,0.2847,0.18220799,-0.50964546,0.0746,5,20
38,2,P1,0.16,0.336,0.336,0.1339,0.061,0.07289999999999999,0.029159999,0.34785858,0.0611,5,20
38,3,P2,0.18,0.561,0.561,0.3597,0.075,0.2847,0.18220799,-0.50964546,0.0746,5,20
39,1,P7,0.3,0.253,0.253,14.6212,0.203,14.4182,11.303868,9.865529,0.2028,5,20
39,2,P7,0.3,0.606,0.606,14.6212,0.203,14.4182,11.303868,9.865529,0.2028,5,20
40,1,P4,0.21,0.161,0.161,2.3841,0.111,2.2731,0.90923995,1.9381046,0.1113,5,20
40,2,P6,0.27,0.477,0.477,10.0,0.166,9.834,6.29376,7.118902,0.166,5,20
40,3,P6,0.27,0.793,0.793,10.0,0.166,9.834,6.29376,7.118902,0.166,5,20
41,1,P5,0.24,0.186,0.186,5.3788,0.136,5.2428,4.110355,3.688832,0.1359,5,20
41,2,P5,0.24,0.472,0.472,5.3788,0.136,5.2428,4.110355,3.688832,0.1359,5,20
41,3,P5,0.24,0.758,0.758,5.3788,0.136,5.2428,4.110355,3.688832,0.1359,5,20
42,1,P4,0.21,0.161,0.161,2.3841,0.111,2.2731,1.7821103,0.25990224,0.1113,5,20
42,2,P4,0.21,0.422,0.422,2.3841,0.111,2.2731,1.7821103,0.25990224,0.1113,5,20
42,3,P4,0.21,0.683,0.683,2.3841,0.111,2.2731,1.7821103,0.25990224,0.1113,5,20
43,1,P8,0.35,0.298,0.298,17.6159,0.248,17.3679,11.115457,12.987087,0.2477,5,20
43,2,P8,0.35,0.696,0.696,17.6159,0.248,17.3679,11.115457,12.987087,0.2477,5,20
44,1,P2,0.18,0.125,0.125,0.3597,0.075,0.2847,0.18220799,0.936894,0.0746,5,20
44,2,P3,0.19,0.366,0.366,0.9485,0.091,0.8575,0.343,-0.5271836,0.0911,5,20
44,3,P2,0.17,0.591,0.591,0.3597,0.075,0.2847,0.18220799,0.936894,0.0746,5,20
45,1,P2,0.18,0.125,0.125,0.3597,0.075,0.2847,0.11387999,1.1995225,0.0746,5,20
45,2,P7,0.3,0.478,0.478,14.6212,0.203,14.4182,9.227648,8.828382,0.2028,5,20
45,3,P7,0.3,0.831,0.831,14.6212,0.203,14.4182,9.227648,8.828382,0.2028,5,20
46,1,P2,0.18,0.125,0.125,0.3597,0.075,0.2847,0.11387999,-0.24686562,0.0746,5,20
46,2,P6,0.27,0.441,0.441,10.0,0.166,9.834,6.29376,7.230274,0.166,5,20
46,3,P6,0.27,0.757,0.757,10.0,0.166,9.834,6.29376,7.230274,0.166,5,20
47,1,P7,0.3,0.253,0.253,14.6212,0.203,14.4182,11.303868,9.123864,0.2028,5,20
47,2,P7,0.3,0.606,0.606,14.6212,0.203,14.4182,11.303868,9.123864,0.2028,5,20
48,1,P2,0.18,0.125,0.125,0.3597,0.075,0.2847,0.11387999,-0.66973704,0.0746,5,20
48,2,P8,0.35,0.523,0.523,17.6159,0.248,17.3679,11.115457,7.665511,0.2477,5,20
49,1,P3,0.19,0.141,0.141,0.9485,0.091,0.8575,0.343,0.36963493,0.0911,5,20
49,2,P10,0.47,0.661,0.661,19.6403,0.37,19.2703,7.70812,6.6218166,0.3695,5,20
50,1,P6,0.27,0.216,0.216,10.0,0.166,9.834,7.709856,6.5934525,0.166,5,20
50,2,P6,0.27,0.532,0.532,10.0,0.166,9.834,7.709856,6.5934525,0.166,5,20
50,3,P6,0.27,0.848,0.848,10.0,0.166,9.834,7.709856,6.5934525,0.166,5,20
51,1,P4,0.21,0.161,0.161,2.3841,0.111,2.2731,1.4547839,3.1146774,0.1113,5,20
51,2,P4,0.21,0.422,0.422,2.3841,0.111,2.2731,1.4547839,3.1146774,0.1113,5,20
51,3,P8,0.35,0.82,0.82,17.6159,0.248,17.3679,6.9471602,7.240847,0.2477,5,20
52,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,9.063291,0.3695,5,20
53,1,P6,0.27,0.216,0.216,10.0,0.166,9.834,7.709856,9.522344,0.166,5,20
53,2,P6,0.27,0.532,0.532,10.0,0.166,9.834,7.709856,9.522344,0.166,5,20
53,3,P6,0.27,0.848,0.848,10.0,0.166,9.834,7.709856,9.522344,0.166,5,20
54,1,P3,0.19,0.141,0.141,0.9485,0.091,0.8575,0.343,0.97245187,0.0911,5,20
54,2,P8,0.35,0.539,0.539,17.6159,0.248,17.3679,11.115457,6.958495,0.2477,5,20
55,1,P5,0.24,0.186,0.186,5.3788,0.136,5.2428,4.110355,2.986699,0.1359,5,20
55,2,P5,0.24,0.472,0.472,5.3788,0.136,5.2428,4.110355,2.986699,0.1359,5,20
55,3,P5,0.24,0.758,0.758,5.3788,0.136,5.2428,4.110355,2.986699,0.1359,5,20
56,1,P6,0.27,0.216,0.216,10.0,0.166,9.834,7.709856,7.1366053,0.166,5,20
56,2,P6,0.27,0.532,0.532,10.0,0.166,9.834,7.709856,7.1366053,0.166,5,20
56,3,P6,0.27,0.848,0.848,10.0,0.166,9.834,7.709856,7.1366053,0.166,5,20
57,1,P5,0.24,0.186,0.186,5.3788,0.136,5.2428,2.09712,2.389645,0.1359,5,20
57,2,P2,0.18,0.411,0.411,0.3597,0.075,0.2847,0.11387999,-1.326284,0.0746,5,20
57,3,P7,0.3,0.764,0.764,14.6212,0.203,14.4182,5.76728,6.2309895,0.2028,5,20
58,1,P3,0.19,0.141,0.141,0.9485,0.091,0.8575,0.343,1.8678575,0.0911,5,20
58,2,P1,0.16,0.352,0.352,0.1339,0.061,0.07289999999999999,0.029159999,0.2404306,0.0611,5,20
58,3,P2,0.18,0.577,0.577,0.3597,0.075,0.2847,0.11387999,-0.6859906,0.0746,5,20
58,4,P5,0.24,0.863,0.863,5.3788,0.136,5.2428,2.09712,1.9449973,0.1359,5,20
59,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,7.6183105,0.3695,5,20
60,1,P8,0.35,0.298,0.298,17.6159,0.248,17.3679,11.115457,12.408074,0.2477,5,20
60,2,P8,0.35,0.696,0.696,17.6159,0.248,17.3679,11.115457,12.408074,0.2477,5,20
61,1,P2,0.18,0.125,0.125,0.3597,0.075,0.2847,0.11387999,0.086153015,0.0746,5,20
61,2,P9,0.4,0.577,0.577,19.0515,0.302,18.7495,7.4998,7.4281487,0.3025,5,20
62,1,P9,0.4,0.352,0.352,19.0515,0.302,18.7495,11.9996805,13.56528,0.3025,5,20
62,2,P9,0.4,0.804,0.804,19.0515,0.302,18.7495,11.9996805,13.56528,0.3025,5,20
63,1,P3,0.19,0.141,0.141,0.9485,0.091,0.8575,0.343,0.77996296,0.0911,5,20
63,2,P10,0.47,0.661,0.661,19.6403,0.37,19.2703,7.70812,8.379193,0.3695,5,20
64,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,7.6491547,0.3695,5,20
65,1,P5,0.24,0.186,0.186,5.3788,0.136,5.2428,4.110355,3.5430756,0.1359,5,20
65,2,P5,0.24,0.472,0.472,5.3788,0.136,5.2428,4.110355,3.5430756,0.1359,5,20
65,3,P5,0.24,0.758,0.758,5.3788,0.136,5.2428,4.110355,3.5430756,0.1359,5,20
66,1,P2,0.18,0.125,0.125,0.3597,0.075,0.2847,0.11387999,0.22788794,0.0746,5,20
66,2,P9,0.4,0.577,0.577,19.0515,0.302,18.7495,7.4998,6.335794,0.3025,5,20
67,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,6.75118,0.3695,5,20
68,1,P6,0.27,0.216,0.216,10.0,0.166,9.834,7.709856,7.816444,0.166,5,20
68,2,P6,0.27,0.532,0.532,10.0,0.166,9.834,7.709856,7.816444,0.166,5,20
68,3,P6,0.27,0.848,0.848,10.0,0.166,9.834,7.709856,7.816444,0.166,5,20
69,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,9.5278425,0.3695,5,20
70,1,P9,0.4,0.352,0.352,19.0515,0.302,18.7495,11.9996805,11.968362,0.3025,5,20
70,2,P9,0.4,0.804,0.804,19.0515,0.302,18.7495,11.9996805,11.968362,0.3025,5,20
71,1,P2,0.18,0.125,0.125,0.3597,0.075,0.2847,0.11387999,0.43846458,0.0746,5,20
71,2,P9,0.4,0.577,0.577,19.0515,0.302,18.7495,7.4998,7.0344024,0.3025,5,20
72,1,P9,0.4,0.352,0.352,19.0515,0.302,18.7495,11.9996805,11.878842,0.3025,5,20
72,2,P9,0.4,0.804,0.804,19.0515,0.302,18.7495,11.9996805,11.878842,0.3025,5,20
73,1,P5,0.24,0.186,0.186,5.3788,0.136,5.2428,4.110355,3.8498259,0.1359,5,20
73,2,P5,0.24,0.472,0.472,5.3788,0.136,5.2428,4.110355,3.8498259,0.1359,5,20
73,3,P5,0.24,0.758,0.758,5.3788,0.136,5.2428,4.110355,3.8498259,0.1359,5,20
74,1,P1,0.16,0.111,0.111,0.1339,0.061,0.07289999999999999,0.029159999,0.647856,0.0611,5,20
74,2,P2,0.18,0.336,0.336,0.3597,0.075,0.2847,0.18220799,-0.31275493,0.0746,5,20
74,3,P2,0.18,0.561,0.561,0.3597,0.075,0.2847,0.18220799,-0.31275493,0.0746,5,20
75,1,P2,0.18,0.125,0.125,0.3597,0.075,0.2847,0.11387999,-0.72727585,0.0746,5,20
75,2,P7,0.3,0.478,0.478,14.6212,0.203,14.4182,9.227648,9.592945,0.2028,5,20
75,3,P7,0.3,0.831,0.831,14.6212,0.203,14.4182,9.227648,9.592945,0.2028,5,20
76,1,P1,0.16,0.111,0.111,0.1339,0.061,0.07289999999999999,0.029159999,0.124611355,0.0611,5,20
76,2,P7,0.3,0.464,0.464,14.6212,0.203,14.4182,9.227648,9.824018,0.2028,5,20
76,3,P7,0.3,0.817,0.817,14.6212,0.203,14.4182,9.227648,9.824018,0.2028,5,20
77,1,P2,0.18,0.125,0.125,0.3597,0.075,0.2847,0.11387999,1.4615092,0.0746,5,20
77,2,P10,0.47,0.645,0.645,19.6403,0.37,19.2703,7.70812,9.453596,0.3695,5,20
78,1,P1,0.16,0.111,0.111,0.1339,0.061,0.07289999999999999,0.029159999,0.20941927,0.0611,5,20
78,2,P9,0.4,0.563,0.563,19.0515,0.302,18.7495,7.4998,7.0454063,0.3025,5,20
79,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,6.7249436,0.3695,5,20
80,1,P1,0.16,0.111,0.111,0.1339,0.061,0.07289999999999999,0.029159999,-0.06466239,0.0611,5,20
80,2,P6,0.27,0.427,0.427,10.0,0.166,9.834,6.29376,6.1635485,0.166,5,20
80,3,P6,0.27,0.743,0.743,10.0,0.166,9.834,6.29376,6.1635485,0.166,5,20
81,1,P7,0.3,0.253,0.253,14.6212,0.203,14.4182,11.303868,8.372175,0.2028,5,20
81,2,P7,0.3,0.606,0.606,14.6212,0.203,14.4182,11.303868,8.372175,0.2028,5,20
82,1,P3,0.19,0.141,0.141,0.9485,0.091,0.8575,0.343,-1.2680233,0.0911,5,20
82,2,P1,0.16,0.352,0.352,0.1339,0.061,0.07289999999999999,0.029159999,0.19983868,0.0611,5,20
82,3,P9,0.4,0.804,0.804,19.0515,0.302,18.7495,7.4998,7.5738087,0.3025,5,20
83,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,7.6074743,0.3695,5,20
84,1,P3,0.19,0.141,0.141,0.9485,0.091,0.8575,0.343,2.186112,0.0911,5,20
84,2,P6,0.27,0.457,0.457,10.0,0.166,9.834,6.29376,5.6745396,0.166,5,20
84,3,P6,0.27,0.773,0.773,10.0,0.166,9.834,6.29376,5.6745396,0.166,5,20
85,1,P3,0.19,0.141,0.141,0.9485,0.091,0.8575,0.67227995,-0.032146037,0.0911,5,20
85,2,P3,0.19,0.382,0.382,0.9485,0.091,0.8575,0.67227995,-0.032146037,0.0911,5,20
85,3,P3,0.19,0.623,0.623,0.9485,0.091,0.8575,0.67227995,-0.032146037,0.0911,5,20
85,4,P1,0.16,0.834,0.834,0.1339,0.061,0.07289999999999999,0.029159999,-2.4065597,0.0611,5,20
86,1,P5,0.24,0.186,0.186,5.3788,0.136,5.2428,4.110355,4.387441,0.1359,5,20
86,2,P5,0.24,0.472,0.472,5.3788,0.136,5.2428,4.110355,4.387441,0.1359,5,20
86,3,P5,0.24,0.758,0.758,5.3788,0.136,5.2428,4.110355,4.387441,0.1359,5,20
87,1,P4,0.21,0.161,0.161,2.3841,0.111,2.2731,0.90923995,1.8490278,0.1113,5,20
87,2,P7,0.3,0.514,0.514,14.6212,0.203,14.4182,9.227648,6.276617,0.2028,5,20
87,3,P7,0.3,0.867,0.867,14.6212,0.203,14.4182,9.227648,6.276617,0.2028,5,20
88,1,P6,0.27,0.216,0.216,10.0,0.166,9.834,7.709856,6.691518,0.166,5,20
88,2,P6,0.27,0.532,0.532,10.0,0.166,9.834,7.709856,6.691518,0.166,5,20
88,3,P6,0.27,0.848,0.848,10.0,0.166,9.834,7.709856,6.691518,0.166,5,20
89,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,7.2681503,0.3695,5,20
90,1,P4,0.21,0.161,0.161,2.3841,0.111,2.2731,1.4547839,0.16949522,0.1113,5,20
90,2,P4,0.21,0.422,0.422,2.3841,0.111,2.2731,1.4547839,0.16949522,0.1113,5,20
90,3,P5,0.24,0.708,0.708,5.3788,0.136,5.2428,3.355392,1.1930392,0.1359,5,20
91,1,P9,0.4,0.352,0.352,19.0515,0.302,18.7495,11.9996805,11.950133,0.3025,5,20
91,2,P9,0.4,0.804,0.804,19.0515,0.302,18.7495,11.9996805,11.950133,0.3025,5,20
92,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,8.303585,0.3695,5,20
93,1,P7,0.3,0.253,0.253,14.6212,0.203,14.4182,11.303868,8.881289,0.2028,5,20
93,2,P7,0.3,0.606,0.606,14.6212,0.203,14.4182,11.303868,8.881289,0.2028,5,20
94,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,8.202897,0.3695,5,20
95,1,P3,0.19,0.141,0.141,0.9485,0.091,0.8575,0.343,0.059600025,0.0911,5,20
95,2,P10,0.47,0.661,0.661,19.6403,0.37,19.2703,7.70812,8.844999,0.3695,5,20
96,1,P5,0.24,0.186,0.186,5.3788,0.136,5.2428,2.09712,2.0792332,0.1359,5,20
96,2,P1,0.16,0.397,0.397,0.1339,0.061,0.07289999999999999,0.029159999,2.3936534,0.0611,5,20
96,3,P9,0.4,0.849,0.849,19.0515,0.302,18.7495,7.4998,7.778406,0.3025,5,20
97,1,P10,0.47,0.42,0.42,19.6403,0.37,19.2703,12.332992,8.499215,0.3695,5,20
98,1,P6,0.27,0.216,0.216,10.0,0.166,9.834,7.709856,9.448637,0.166,5,20
98,2,P6,0.27,0.532,0.532,10.0,0.166,9.834,7.709856,9.448637,0.166,5,20
98,3,P6,0.27,0.848,0.848,10.0,0.166,9.834,7.709856,9.448637,0.166,5,20
99,1,P9,0.4,0.352,0.352,19.0515,0.302,18.7495,11.9996805,13.21074,0.3025,5,20
99,2,P9,0.4,0.804,0.804,19.0515,0.302,18.7495,11.9996805,13.21074,0.3025,5,20
